,Unnamed: 0,drug_name,to_be_split,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,symptom8,symptom9,symptom10,symptom11,symptom12,symptom13,symptom14,symptom15
1157,1157.0,brexpiprazole,rash blisters fever joint pain difficult breathing swelling face lips tongue throat tell doctor right away new sudden changes mood behavior including new worse depression anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless active talkative thoughts suicide hurting sexual problems dizziness drowsiness dry mouth thirst increased sweating urination loss appetite nausea diarrhea constipation feeling anxious agitated shaky feeling weak tired sleep prob,rash blisters,fever joint,pain difficult,breathing swelling,face lips,tongue throat,tell doctor,right away,new sudden,changes mood,behavior including,new worse,depression anxiety,panic attacks,trouble sleeping
1158,1158.0,Pristiq,difficult breathing swelling face lips tongue throat report new worsening symptoms doctor : mood behavior changes anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting nausea constipation vomiting,difficult breathing,swelling face,lips tongue,throat report,new worsening,symptoms doctor,: mood,behavior changes,anxiety panic,attacks trouble,sleeping feel,impulsive irritable,agitated hostile,aggressive restless,hyperactive mentally
1159,1159.0,Effexor,difficult breathing swelling face lips tongue throat report new worsening symptoms doctor : mood behavior changes anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting high doses long term use cause serious movement disorder may reversible longer use medicine likely develop disorder especially diabetic older adult may increased sexual urges unusual urges gamble intense urges taking m,difficult breathing,swelling face,lips tongue,throat report,new worsening,symptoms doctor,: mood,behavior changes,anxiety panic,attacks trouble,sleeping feel,impulsive irritable,agitated hostile,aggressive restless,hyperactive mentally
1160,1160.0,Remeron,difficult breathing swelling face lips tongue throat report new worsening symptoms doctor : mood behavior changes anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting,difficult breathing,swelling face,lips tongue,throat report,new worsening,symptoms doctor,: mood,behavior changes,anxiety panic,attacks trouble,sleeping feel,impulsive irritable,agitated hostile,aggressive restless,hyperactive mentally
1161,1161.0,Wellbutrin SR,difficult breathing swelling face lips tongue throat report new worsening symptoms doctor : mood behavior changes anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting high doses long term use cause serious movement disorder may reversible longer use likely develop disorder especially diabetic older adult may increased sexual urges unusual urges gamble intense urges taking medicine t,difficult breathing,swelling face,lips tongue,throat report,new worsening,symptoms doctor,: mood,behavior changes,anxiety panic,attacks trouble,sleeping feel,impulsive irritable,agitated hostile,aggressive restless,hyperactive mentally
1162,1162.0,amitriptyline,skin rash difficulty breathing swelling face lips tongue throat tell doctor right away new sudden changes mood behavior including new worse depression anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless active talkative thoughts suicide hurting dizziness drowsiness anxiety increased sweating nausea decreased appetite constipation sleep problems insomnia decreased sex drive impotence difficulty orgasm,skin rash,difficulty breathing,swelling face,lips tongue,throat tell,doctor right,away new,sudden changes,mood behavior,including new,worse depression,anxiety panic,attacks trouble,sleeping feel,impulsive irritable
1163,1163.0,Viibryd,nan,nan,,,,,,,,,,,,,,
1164,1164.0,Deplin,mood behavior changes anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting common side effects include : drowsiness dizziness increased appetite weight gain,mood behavior,changes anxiety,panic attacks,trouble sleeping,feel impulsive,irritable agitated,hostile aggressive,restless hyperactive,mentally physically,depressed thoughts,suicide hurting,common side,effects include,: drowsiness,dizziness increased
1165,1165.0,nortriptyline,mood behavior changes anxiety depression panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting wellbutrin sr,mood behavior,changes anxiety,depression panic,attacks trouble,sleeping feel,impulsive irritable,agitated hostile,aggressive restless,hyperactive mentally,physically depressed,thoughts suicide,hurting wellbutrin,sr,,
1166,1166.0,Desyrel,difficulty breathing swelling face lips tongue throat report new worsening symptoms doctor : mood behavior changes anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting constipation diarrhea nausea vomiting upset stomach mouth pain unusual taste black tongue appetite weight changes urinating less usual itching rash breast swelling men women decreased sex drive impotence difficulty or,difficulty breathing,swelling face,lips tongue,throat report,new worsening,symptoms doctor,: mood,behavior changes,anxiety panic,attacks trouble,sleeping feel,impulsive irritable,agitated hostile,aggressive restless,hyperactive mentally
1167,1167.0,Forfivo XL,skin rash difficulty breathing swelling face lips tongue throat report new worsening symptoms doctor : mood behavior changes anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting nausea vomiting diarrhea sleep problems insomnia,skin rash,difficulty breathing,swelling face,lips tongue,throat report,new worsening,symptoms doctor,: mood,behavior changes,anxiety panic,attacks trouble,sleeping feel,impulsive irritable,agitated hostile,aggressive restless
1168,1168.0,Budeprion SR,difficulty breathing swelling face lips tongue throat less serious side effects may occur may none,difficulty breathing,swelling face,lips tongue,throat less,serious side,effects may,occur may,none,,,,,,,
1169,1169.0,Aplenzin,difficult breathing swelling face lips tongue throat report new worsening symptoms doctor : mood behavior changes anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting increased blood pressure numbness tingling hands feet dry mouth nausea vomiting loss appetite blurred vision rash itching breast swelling men women,difficult breathing,swelling face,lips tongue,throat report,new worsening,symptoms doctor,: mood,behavior changes,anxiety panic,attacks trouble,sleeping feel,impulsive irritable,agitated hostile,aggressive restless,hyperactive mentally
1170,1170.0,Desyrel Dividose,difficulty breathing swelling face lips tongue throat stop taking medical emergency could lead serious condition must corrected surgery report new worsening symptoms doctor : mood behavior changes anxiety panic attacks trouble sleeping feel impulsive irritable agitated hostile aggressive restless hyperactive mentally physically depressed thoughts suicide hurting,difficulty breathing,swelling face,lips tongue,throat stop,taking medical,emergency could,lead serious,condition must,corrected surgery,report new,worsening symptoms,doctor :,mood behavior,changes anxiety,panic attacks
1171,1171.0,Fetzima,forfivo xl cause serious side effects including : see important information forfivo xl trouble sleeping take medicine close bedtime tell healthcare provider right away side effects bother side effects forfivo xl complete list ask healthcare provider pharmacist call healthcare provider may report side effects fda 800 fda 1088. forfivo xl side effects,forfivo xl,cause serious,side effects,including :,see important,information forfivo,xl trouble,sleeping take,medicine close,bedtime tell,healthcare provider,right away,side effects,bother side,effects forfivo
